Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
PHE51,16.1,Area035,2002,203.3794,Tranquilizers,mild,0.032476708,DownTown,Tier 2,Small,4014.588
JZR45,7.995,Area018,2007,231.1456,OralContraceptives,mild,0.04708026,Industrial,Tier 3,Medium,5197.0488
JTU15,8.57,Area045,2000,123.8518,Analgesics,mild,0.0842220869999999,DownTown,Tier 2,Unknown,682.2589999999999
JVG23,17.65,Area035,2002,208.511,Antiseptics,mild,0.013,DownTown,Tier 2,Small,3059.165
VVN10,7.535,Area010,1996,269.2962,Antiseptics,mild,0.046807904,MidTownResidential,Tier 3,Unknown,371.9962
YQL23,8.93,Area035,2002,105.7436,Analgesics,mild,0.07405276,DownTown,Tier 2,Small,1531.154
JCW15,7.455,Area017,2005,224.256,Antimalarial,critical,0.1081953059999999,DownTown,Tier 2,Unknown,2456.616
FQI14,11.8,Area049,1997,169.6578,Antacids,critical,0.155759833,DownTown,Tier 1,Medium,3161.6982
TUA11,,Area027,1983,47.6506,Tranquilizers,mild,0.013,CityLimits,Tier 3,Medium,1137.6662
OUB13,13.4,Area035,2002,88.367,Cardiac,mild,0.043121709,DownTown,Tier 2,Small,2333.443
HHY36,20.15,Area046,1995,137.6336,Statins,mild,0.103867297,DownTown,Tier 1,Small,4075.8416
LHK43,,Area027,1983,125.015,Antiseptics,mild,0.042380407,CityLimits,Tier 3,Medium,1977.24
GUA99,17.5,Area045,2000,107.2726,OralContraceptives,critical,0.029687114,DownTown,Tier 2,Unknown,1189.5986
YED13,16.1,Area013,1985,119.357,Antacids,critical,0.056856919,DownTown,Tier 3,High,2859.425
SBH11,13.4,Area017,2005,156.6444,Analgesics,mild,0.042949818,DownTown,Tier 2,Unknown,3886.7544
BXE31,7.47,Area049,1997,76.6826,Antimalarial,mild,0.023647477,DownTown,Tier 1,Medium,2050.478
KYZ66,7.43,Area049,1997,69.6536,Antipyretics,mild,0.0898552069999999,DownTown,Tier 1,Medium,1583.0864
SGZ11,10.495,Area010,1996,89.3644,Mstablizers,critical,0.099396038,MidTownResidential,Tier 3,Unknown,270.1288
PUB13,22.55,Area018,2007,187.637,Hreplacements,mild,0.169012631,Industrial,Tier 3,Medium,2935.992
JTJ10,17.15,Area046,1995,63.6956,Hreplacements,mild,0.070313443,DownTown,Tier 1,Small,1477.89
YLU79,11.1,Area010,1996,61.1008,Mstablizers,critical,0.248354055,MidTownResidential,Tier 3,Unknown,214.2016
IIG27,14.3,Area045,2000,71.722,Cardiac,critical,0.0431501929999999,DownTown,Tier 2,Unknown,652.298
EQV54,10.275,Area046,1995,96.7224,Cardiac,critical,0.06572914,DownTown,Tier 1,Small,1135.6688
RRH53,12.9,Area017,2005,250.1222,Antipyretics,critical,0.1578320269999999,DownTown,Tier 2,Unknown,4176.3774
TZX36,17.0,Area046,1995,69.7562,Antiseptics,mild,0.173663021,DownTown,Tier 1,Small,942.5868
UHT82,7.43,Area017,2005,120.7912,Antiseptics,mild,0.04148169,DownTown,Tier 2,Unknown,1423.2944
WGT10,16.0,Area013,1985,154.8128,Statins,mild,0.03390277,DownTown,Tier 3,High,3420.6944
ZFZ28,20.3,Area017,2005,238.072,Antibiotics,critical,0.117035148,DownTown,Tier 2,Unknown,5319.556
HHT59,17.3,Area013,1985,55.8718,Antimalarial,critical,0.030536671,DownTown,Tier 3,High,1152.9796
XDH81,,Area019,1983,139.2678,Antiseptics,mild,0.10218772,MidTownResidential,Tier 1,Small,367.3356
IOG99,18.05,Area010,1996,51.2822,Analgesics,critical,0.054599644,MidTownResidential,Tier 3,Unknown,270.1288
RDB13,22.0,Area049,1997,194.1266,Cardiac,mild,0.183072462,DownTown,Tier 1,Medium,1957.266
OJE14,21.8,Area017,2005,204.4478,Antibiotics,critical,0.126045883,DownTown,Tier 2,Unknown,3019.217
UJO95,19.05,Area018,2007,123.4544,Mstablizers,mild,0.08926905,Industrial,Tier 3,Medium,1119.6896
GSG12,7.435,Area018,2007,121.586,Analgesics,mild,0.092293753,Industrial,Tier 3,Medium,2376.72
BRW14,,Area027,1983,209.2768,Cardiac,mild,0.129762173,CityLimits,Tier 3,Medium,4842.8432
CQC14,8.19,Area045,2000,205.182,Hreplacements,critical,0.149705075,DownTown,Tier 2,Unknown,4553.886
BBL13,10.9,Area049,1997,176.8158,Analgesics,mild,0.013,DownTown,Tier 1,Medium,3622.4318
FVD11,,Area027,1983,52.177,Statins,mild,0.043554947,CityLimits,Tier 3,Medium,1238.202
TAS13,20.15,Area018,2007,68.8562,Antimalarial,mild,0.049184755,Industrial,Tier 3,Medium,883.3306
HHY36,20.15,Area045,2000,137.7336,Statins,mild,0.104051579,DownTown,Tier 2,Unknown,1007.8352
ZUZ10,21.15,Area013,1985,138.40200000000002,Antibiotics,mild,0.058631231,DownTown,Tier 3,High,1378.02
YLQ15,21.55,Area045,2000,119.1938,Tranquilizers,mild,0.161372897,DownTown,Tier 2,Unknown,3757.5892
LTE14,8.455,Area045,2000,43.9874,Antacids,critical,0.181527463,DownTown,Tier 2,Unknown,1136.3346
RMF83,14.8,Area046,1995,190.8976,Antibiotics,mild,0.0344964029999999,DownTown,Tier 1,Small,3191.6592
OIU85,9.665,Area046,1995,200.4188,Antibiotics,critical,0.052844429,DownTown,Tier 1,Small,2017.188
XYM10,,Area027,1983,72.7194,Antibiotics,critical,0.171424516,CityLimits,Tier 3,Medium,2404.0178
KIS14,6.78,Area049,1997,93.325,OralContraceptives,mild,0.028131684,DownTown,Tier 1,Medium,1527.825
YZE70,22.05,Area035,2002,160.7734,Tranquilizers,mild,0.03812588,DownTown,Tier 2,Small,1003.8404
WII66,18.0,Area018,2007,70.9562,Hreplacements,critical,0.075297249,Industrial,Tier 3,Medium,705.562
OVZ29,,Area027,1983,241.2984,Hreplacements,critical,0.069596985,CityLimits,Tier 3,Medium,9380.936
BJE52,9.655,Area017,2005,156.7418,Cardiac,mild,0.201619537,DownTown,Tier 2,Unknown,3202.9778
YVV26,7.45,Area013,1985,109.7384,Mstablizers,mild,0.059232445,DownTown,Tier 3,High,1492.5376
WHI13,7.87,Area046,1995,201.782,Antiseptics,mild,0.109880574,DownTown,Tier 1,Small,5133.1320000000005
PTZ82,8.01,Area013,1985,77.8142,Mstablizers,critical,0.042535852,DownTown,Tier 3,High,706.2278
HHZ13,9.36,Area018,2007,243.0326,Stimulants,mild,0.013,Industrial,Tier 3,Medium,3809.5216
VLA15,,Area027,1983,101.9804,OralContraceptives,critical,0.054273391,CityLimits,Tier 3,Medium,3971.9768
VPX10,16.1,Area013,1985,199.6846,Antimalarial,mild,0.013,DownTown,Tier 3,High,4890.115
ZLP33,19.65,Area045,2000,200.9162,Tranquilizers,mild,0.043556922,DownTown,Tier 2,Unknown,3384.0754
MAJ12,,Area019,1983,132.5756,Antimalarial,mild,0.028664229,MidTownResidential,Tier 1,Small,234.1756
EUI92,12.195,Area013,1985,133.273,Antipyretics,critical,0.022613854,DownTown,Tier 3,High,1344.73
NJQ14,16.15,Area049,1997,171.2578,Antibiotics,critical,0.048311852,DownTown,Tier 1,Medium,4926.734
DVZ11,10.3,Area018,2007,180.5474,Antiseptics,mild,0.032586115,Industrial,Tier 3,Medium,4324.185
CTQ48,10.995,Area045,2000,169.99200000000002,Hreplacements,mild,0.042632784,DownTown,Tier 2,Unknown,1071.752
XEI37,,Area027,1983,220.3586,Antibiotics,mild,0.029876708,CityLimits,Tier 3,Medium,7077.9338
NDB11,13.4,Area045,2000,232.3114,Mstablizers,mild,0.128107028,DownTown,Tier 2,Unknown,3660.3824
GYW49,13.9,Area035,2002,120.2228,Antibiotics,mild,0.1004366719999999,DownTown,Tier 2,Small,776.1368
BNO71,11.6,Area017,2005,201.853,Antibiotics,critical,0.072160135,DownTown,Tier 2,Unknown,6754.355
CCH19,,Area027,1983,174.3552,Antiseptics,mild,0.095955719,CityLimits,Tier 3,Medium,5636.4768
NJD55,,Area019,1983,161.3708,Tranquilizers,mild,0.050829469,MidTownResidential,Tier 1,Small,564.4124
NQG12,7.18,Area046,1995,157.8392,Antiseptics,mild,0.03788732,DownTown,Tier 1,Small,2797.5056
IXI10,7.24,Area017,2005,199.7556,Antacids,critical,0.042538509,DownTown,Tier 2,Unknown,1990.556
WUC76,9.485,Area049,1997,125.9808,Antibiotics,mild,0.051789271,DownTown,Tier 1,Medium,816.0848
IDG55,20.9,Area018,2007,99.9514,Antiseptics,mild,0.054459372,Industrial,Tier 3,Medium,1352.7196
ALQ91,17.4,Area017,2005,45.4558,OralContraceptives,critical,0.013,DownTown,Tier 2,Unknown,452.5580000000001
IKU77,14.95,Area045,2000,66.1588,Hreplacements,critical,0.013,DownTown,Tier 2,Unknown,1544.47
VGE44,11.1,Area013,1985,55.606,Analgesics,mild,0.026830218,DownTown,Tier 3,High,1417.9679999999998
NPE65,19.8,Area045,2000,159.0418,OralContraceptives,critical,0.013,DownTown,Tier 2,Unknown,2614.4106
IBB12,19.5,Area035,2002,205.411,Antibiotics,mild,0.102884775,DownTown,Tier 2,Small,3844.809
LHK43,13.45,Area045,2000,125.015,Antiseptics,mild,0.042583249,DownTown,Tier 2,Unknown,1161.635
ZXO53,13.8,Area018,2007,231.0798,Antimalarial,mild,0.094465335,Industrial,Tier 3,Medium,6724.394
LWT80,8.81,Area035,2002,120.4544,Hreplacements,mild,0.116793399,DownTown,Tier 2,Small,2797.5056
APX64,16.5,Area045,2000,119.9912,Antiseptics,mild,0.04666718,DownTown,Tier 2,Unknown,1532.4856
DST32,10.285,Area017,2005,109.97,Antibiotics,mild,0.197440421,DownTown,Tier 2,Unknown,3408.71
SBH11,13.4,Area046,1995,157.2444,Analgesics,mild,0.0427813629999999,DownTown,Tier 1,Small,1709.5884
WYW11,,Area019,1983,140.0994,Antacids,mild,0.259678647,MidTownResidential,Tier 1,Small,498.4982
EWT46,,Area027,1983,265.6698,OralContraceptives,mild,0.031321361,CityLimits,Tier 3,Medium,4932.7262
IWK67,,Area019,1983,175.5526,Analgesics,mild,0.085864869,MidTownResidential,Tier 1,Small,935.263
XRU43,10.195,Area010,1996,218.6954,OralContraceptives,mild,0.057093978,MidTownResidential,Tier 3,Unknown,1154.977
QPF16,12.4,Area046,1995,169.1604,Mstablizers,mild,0.189215665,DownTown,Tier 1,Small,2806.8268
ZEO73,,Area027,1983,183.1396,Statins,mild,0.135058364,CityLimits,Tier 3,Medium,7265.0236
FKP21,8.35,Area035,2002,120.0912,Hreplacements,mild,0.097949955,DownTown,Tier 2,Small,1204.912
IOC42,17.9,Area049,1997,127.5466,Antibiotics,mild,0.116146658,DownTown,Tier 1,Medium,2352.0854
ZQS14,,Area019,1983,238.301,Antiseptics,mild,0.14327716,MidTownResidential,Tier 1,Small,1261.505
VBF19,,Area019,1983,50.2164,OralContraceptives,mild,0.186324207,MidTownResidential,Tier 1,Small,151.6164
YPR10,17.5,Area010,1996,111.77,Cardiac,mild,0.1184981919999999,MidTownResidential,Tier 3,Unknown,512.48
LZI12,11.495,Area035,2002,122.086,Statins,mild,0.125203445,DownTown,Tier 2,Small,1810.79
MGI72,11.495,Area046,1995,43.6558,Antacids,mild,0.064661272,DownTown,Tier 1,Small,961.895
YSA54,21.05,Area017,2005,112.5332,Antiseptics,mild,0.02738222,DownTown,Tier 2,Unknown,3188.996
CBB32,19.0,Area035,2002,190.9292,Antipyretics,mild,0.100791917,DownTown,Tier 2,Small,3214.2964
NCN78,18.8,Area035,2002,266.7304,OralContraceptives,mild,0.0266344679999999,DownTown,Tier 2,Small,1921.3128
YTK96,22.0,Area046,1995,84.2354,Antiseptics,mild,0.039899856,DownTown,Tier 1,Small,790.1186
TBT30,16.4,Area046,1995,232.1456,Antibiotics,critical,0.100406863,DownTown,Tier 1,Small,776.1368
EQV63,18.3,Area018,2007,134.07299999999998,Tranquilizers,mild,0.0654219809999999,Industrial,Tier 3,Medium,1344.73
QAE90,20.9,Area017,2005,66.9614,Analgesics,mild,0.047093203,DownTown,Tier 2,Unknown,1605.0578
IKA89,9.245,Area035,2002,171.62099999999998,Hreplacements,mild,0.028873285,DownTown,Tier 2,Small,2886.057
QFN99,10.195,Area049,1997,172.4236,OralContraceptives,critical,0.150858955,DownTown,Tier 1,Medium,2690.9776
FIA79,19.3,Area045,2000,180.8422,Antiseptics,mild,0.060473135,DownTown,Tier 2,Unknown,3216.9596
SZG51,,Area027,1983,107.5726,Mstablizers,critical,0.047244601,CityLimits,Tier 3,Medium,2070.452
XBN75,21.55,Area045,2000,229.6482,Antipyretics,mild,0.049399734,DownTown,Tier 2,Unknown,8436.8316
XHQ90,18.55,Area010,1996,47.8822,OralContraceptives,mild,0.013,MidTownResidential,Tier 3,Unknown,309.411
GWC40,11.8,Area046,1995,99.983,OralContraceptives,mild,0.065555346,DownTown,Tier 1,Small,1101.713
YJD12,16.5,Area017,2005,187.4054,Antibiotics,critical,0.117365283,DownTown,Tier 2,Unknown,3264.8972
WKN59,,Area019,1983,184.1054,Hreplacements,mild,0.057122209,MidTownResidential,Tier 1,Small,288.1054
JDG81,8.775,Area045,2000,165.5656,Antiseptics,mild,0.088881475,DownTown,Tier 2,Unknown,3047.8464
KLQ71,15.1,Area018,2007,98.8172,Cardiac,critical,0.027793124,Industrial,Tier 3,Medium,2521.8644
AKE16,19.15,Area018,2007,206.3794,Antacids,mild,0.1008249669999999,Industrial,Tier 3,Medium,1868.7146
IZD85,13.1,Area035,2002,112.2674,Antimalarial,critical,0.03892132,DownTown,Tier 2,Small,1844.7458
DOD12,13.6,Area046,1995,45.3874,Mstablizers,mild,0.1242745909999999,DownTown,Tier 1,Small,571.7362
BON13,13.65,Area049,1997,167.5946,Antimalarial,critical,0.171715731,DownTown,Tier 1,Medium,1690.946
LTH47,19.05,Area045,2000,120.5912,MuscleRelaxants,mild,0.124527348,DownTown,Tier 2,Unknown,986.5296
VOR91,21.0,Area018,2007,65.393,Antibiotics,mild,0.066439522,Industrial,Tier 3,Medium,1131.674
VFE97,17.4,Area049,1997,263.7356,Antibiotics,mild,0.0473603,DownTown,Tier 1,Medium,2910.6916
XUF12,10.06,Area049,1997,138.6336,Tranquilizers,mild,0.063130529,DownTown,Tier 1,Medium,2669.672
YEN19,7.41,Area046,1995,140.7968,Antibiotics,critical,0.115920886,DownTown,Tier 1,Small,3636.4136
TVW59,21.3,Area010,1996,135.7678,OralContraceptives,critical,0.099187886,MidTownResidential,Tier 3,Unknown,240.1678
CKE54,21.3,Area018,2007,56.6744,Antibiotics,critical,0.041238317,Industrial,Tier 3,Medium,294.0976
PYU86,16.65,Area035,2002,134.673,Antiseptics,mild,0.048143024,DownTown,Tier 2,Small,2206.9410000000003
OIU85,9.665,Area049,1997,201.6188,Antibiotics,critical,0.052906377,DownTown,Tier 1,Medium,1826.7692
VDZ97,,Area027,1983,197.6872,Hreplacements,critical,0.0271436729999999,CityLimits,Tier 3,Medium,2949.308
GDN13,,Area027,1983,104.7462,Mstablizers,mild,0.026861607,CityLimits,Tier 3,Medium,2149.0164
IGQ78,10.495,Area049,1997,96.8566,OralContraceptives,critical,0.077113698,DownTown,Tier 1,Medium,1296.7924
HTG15,9.26,Area017,2005,171.0894,Cardiac,mild,0.013,DownTown,Tier 2,Unknown,3348.788
LSK61,20.15,Area035,2002,179.3132,Cardiac,mild,0.154615436,DownTown,Tier 2,Small,1973.2452
IXN93,,Area027,1983,199.4872,Antibiotics,critical,0.144443921,CityLimits,Tier 3,Medium,5407.4416
WEP87,22.15,Area049,1997,127.5808,Antimalarial,mild,0.0526240059999999,DownTown,Tier 1,Medium,1636.3504
KOF27,21.55,Area046,1995,201.8162,Antipyretics,critical,0.027793357,DownTown,Tier 1,Small,3191.6592
EXH11,,Area027,1983,56.2402,Antibiotics,mild,0.013,CityLimits,Tier 3,Medium,985.8638
VKG12,13.4,Area049,1997,157.8734,Hreplacements,mild,0.033600553,DownTown,Tier 1,Medium,3527.8882
NPS46,,Area027,1983,54.1744,Antipyretics,critical,0.058763623,CityLimits,Tier 3,Medium,1335.4088
BJE52,9.655,Area013,1985,155.9418,Cardiac,mild,0.013,DownTown,Tier 3,High,3497.2614
FWX31,20.65,Area035,2002,179.2816,Antimalarial,critical,0.078507999,DownTown,Tier 2,Small,2965.2872
PYY23,14.1,Area017,2005,236.3404,Antimalarial,critical,0.036664054,DownTown,Tier 2,Unknown,5513.9696
RMF83,14.8,Area045,2000,192.7976,Antibiotics,mild,0.034539999,DownTown,Tier 2,Unknown,1742.8784
GLJ63,17.4,Area013,1985,105.441,Antibiotics,critical,0.037928351,DownTown,Tier 3,High,3202.312
FJG11,15.6,Area013,1985,132.273,Antipyretics,mild,0.135469209,DownTown,Tier 3,High,2822.806
QTJ15,22.4,Area018,2007,243.5958,Antiseptics,mild,0.013,Industrial,Tier 3,Medium,2216.2622
FYH15,19.15,Area045,2000,271.0936,Antimalarial,critical,0.0339893079999999,DownTown,Tier 2,Unknown,4810.8848
HZC96,8.01,Area013,1985,229.2166,Antacids,mild,0.013,DownTown,Tier 3,High,2507.8826
RAH11,8.65,Area010,1996,251.3512,Antibiotics,critical,0.037044279,MidTownResidential,Tier 3,Unknown,355.3512
APX13,14.15,Area035,2002,262.9382,Antibiotics,critical,0.165099033,DownTown,Tier 2,Small,3645.7348
NCS40,,Area027,1983,51.1138,Antibiotics,mild,0.042640604,CityLimits,Tier 3,Medium,1656.3244
QKY68,14.3,Area013,1985,76.0484,Hreplacements,critical,0.083243155,DownTown,Tier 3,High,504.4904
QAK10,,Area027,1983,188.137,Cardiac,critical,0.042023048,CityLimits,Tier 3,Medium,6817.606
PCC14,11.1,Area035,2002,260.4408,Antimalarial,critical,0.028087112,DownTown,Tier 2,Small,4118.4528
BTT13,12.9,Area046,1995,236.5404,Hreplacements,critical,0.022763021,DownTown,Tier 1,Small,1913.3232
HEQ10,11.995,Area018,2007,46.3848,Antiseptics,mild,0.077022881,Industrial,Tier 3,Medium,485.848
CEI26,8.375,Area045,2000,155.6128,Antipyretics,mild,0.071465268,DownTown,Tier 2,Unknown,1982.5664
VWN65,14.6,Area018,2007,130.7124,Mstablizers,mild,0.03436022,Industrial,Tier 3,Medium,1890.686
LYV84,,Area027,1983,169.092,Antibiotics,mild,0.03828566,CityLimits,Tier 3,Medium,4587.176
GGP12,13.65,Area035,2002,46.6216,Tranquilizers,mild,0.054729735,DownTown,Tier 2,Small,389.9728
KLQ71,15.1,Area010,1996,97.7172,Cardiac,critical,0.037660202,MidTownResidential,Tier 3,Unknown,291.4344
GMH69,8.775,Area045,2000,224.8192,Antiseptics,mild,0.026146636,DownTown,Tier 2,Unknown,2917.3496
BEB14,,Area027,1983,63.764,Hreplacements,critical,0.054754584,CityLimits,Tier 3,Medium,1710.92
CGK11,11.95,Area018,2007,66.5272,Antibiotics,mild,0.037069113,Industrial,Tier 3,Medium,672.2719999999999
OGH10,7.91,Area045,2000,196.7898,Hreplacements,critical,0.013,DownTown,Tier 2,Unknown,3106.4368
NOA32,15.65,Area045,2000,92.196,Mstablizers,mild,0.09375758,DownTown,Tier 2,Unknown,991.856
CXZ12,16.55,Area017,2005,142.5968,Antiseptics,mild,0.07453089,DownTown,Tier 2,Unknown,1809.4584
VRD44,22.05,Area035,2002,202.3478,Stimulants,mild,0.102243789,DownTown,Tier 2,Small,4762.9472
MSJ80,9.32,Area045,2000,165.5998,Hreplacements,mild,0.124666665,DownTown,Tier 2,Unknown,1343.3984
FMT10,13.9,Area010,1996,260.6092,Antibiotics,critical,0.0497731009999999,MidTownResidential,Tier 3,Unknown,362.0092
JEF58,11.1,Area046,1995,110.9016,Mstablizers,mild,0.060187038,DownTown,Tier 1,Small,1732.2256
JXG94,,Area027,1983,120.257,Antibiotics,critical,0.0513139809999999,CityLimits,Tier 3,Medium,4617.137
GMI62,17.15,Area013,1985,188.337,Antacids,mild,0.094719458,DownTown,Tier 3,High,2759.555
FOS91,10.3,Area010,1996,179.7816,Hreplacements,mild,0.156870574,MidTownResidential,Tier 3,Unknown,616.3448
VOE12,11.695,Area018,2007,238.2352,Antimalarial,critical,0.0500332229999999,Industrial,Tier 3,Medium,4922.7392
XNB54,,Area027,1983,49.9506,Antibiotics,mild,0.061522793,CityLimits,Tier 3,Medium,1137.6662
JJF18,5.915,Area045,2000,242.23,Cardiac,critical,0.115038294,DownTown,Tier 2,Unknown,2676.33
OIU85,9.665,Area013,1985,201.6188,Antibiotics,critical,0.052811272,DownTown,Tier 3,High,2398.0256
VPF21,10.6,Area045,2000,201.3846,Statins,mild,0.056874493,DownTown,Tier 2,Unknown,1450.5922
HWG64,9.165,Area045,2000,174.8526,Stimulants,mild,0.074183503,DownTown,Tier 2,Unknown,1757.526
SKA90,8.51,Area049,1997,110.8332,Hreplacements,critical,0.1578563419999999,DownTown,Tier 1,Medium,1240.8652
NOF13,,Area027,1983,111.0042,OralContraceptives,mild,0.013,CityLimits,Tier 3,Medium,3287.5344
OMI11,,Area027,1983,273.491,OralContraceptives,mild,0.034743592,CityLimits,Tier 3,Medium,6687.775
SRS13,13.8,Area010,1996,113.999,Antibiotics,mild,0.064970788,MidTownResidential,Tier 3,Unknown,525.7959999999999
OJT30,20.55,Area013,1985,64.9956,Antipyretics,mild,0.114689151,DownTown,Tier 3,High,276.7868
KUD34,8.905,Area010,1996,175.321,Antibiotics,mild,0.229323008,MidTownResidential,Tier 3,Unknown,928.605
FLZ93,,Area019,1983,159.905,Antipyretics,mild,0.12118157,MidTownResidential,Tier 1,Small,562.415
DEE35,11.3,Area013,1985,157.4102,Tranquilizers,mild,0.102078338,DownTown,Tier 3,High,3029.204
WXP11,13.9,Area049,1997,62.1982,Antiviral,mild,0.06916476,DownTown,Tier 1,Medium,586.3838
PZS93,18.9,Area046,1995,107.541,Hreplacements,critical,0.05222186,DownTown,Tier 1,Small,306.082
XCO10,,Area019,1983,65.8588,Stimulants,critical,0.120110465,MidTownResidential,Tier 1,Small,342.0352
KOF27,21.55,Area045,2000,201.0162,Antipyretics,critical,0.027823358,DownTown,Tier 2,Unknown,1267.4972
MJX11,,Area019,1983,48.4848,Mstablizers,critical,0.013,MidTownResidential,Tier 1,Small,150.2848
RCF13,19.9,Area018,2007,254.3802,OralContraceptives,mild,0.052454924,Industrial,Tier 3,Medium,3306.8426
GMH69,8.775,Area017,2005,227.7192,Antiseptics,mild,0.02619424,DownTown,Tier 2,Unknown,4427.384
ZKO55,10.495,Area045,2000,116.4622,Antiseptics,mild,0.061157338,DownTown,Tier 2,Unknown,2230.244
IHO60,10.245,Area035,2002,273.791,Antipyretics,critical,0.100629354,DownTown,Tier 2,Small,1953.937
YOP62,10.01,Area013,1985,104.0778,Cardiac,mild,0.134149472,DownTown,Tier 3,High,1896.6782
VSR86,7.95,Area049,1997,159.8734,Cardiac,mild,0.066372768,DownTown,Tier 1,Medium,2637.0478
JEM14,17.3,Area045,2000,165.5972,Hreplacements,critical,0.186109453,DownTown,Tier 2,Unknown,4007.93
SWI46,11.3,Area013,1985,149.018,OralContraceptives,mild,0.058818773,DownTown,Tier 3,High,1511.18
BSN10,,Area027,1983,250.9222,Hreplacements,mild,0.013,CityLimits,Tier 3,Medium,4415.3996
CFL52,12.195,Area046,1995,155.1102,OralContraceptives,critical,0.045454046,DownTown,Tier 1,Small,3175.0142
XAL40,7.065,Area049,1997,132.8098,OralContraceptives,mild,0.085410764,DownTown,Tier 1,Medium,1197.5882
IWK67,18.9,Area035,2002,175.7526,Analgesics,mild,0.054608488,DownTown,Tier 2,Small,1757.526
YJD12,16.5,Area010,1996,186.1054,Antibiotics,critical,0.186703549,MidTownResidential,Tier 3,Unknown,1163.6324
RFB10,,Area027,1983,53.8454,Antibiotics,mild,0.041456456,CityLimits,Tier 3,Medium,868.0172
HSB92,6.915,Area035,2002,132.773,Tranquilizers,mild,0.13874524,DownTown,Tier 2,Small,1467.9029999999998
ZUE85,19.3,Area049,1997,165.3972,Cardiac,mild,0.086306615,DownTown,Tier 1,Medium,4007.93
UYA36,11.8,Area013,1985,247.3248,Antiseptics,mild,0.024278535,DownTown,Tier 3,High,5564.5704
YYE10,22.0,Area046,1995,128.3466,OralContraceptives,critical,0.13452072,DownTown,Tier 1,Small,1173.6194
UFE10,,Area027,1983,259.1434,OralContraceptives,mild,0.131806857,CityLimits,Tier 3,Medium,6818.2718
GMI62,17.15,Area017,2005,185.037,Antacids,mild,0.013,DownTown,Tier 2,Unknown,2935.992
GMN17,,Area027,1983,116.0648,Antimalarial,mild,0.158464606,CityLimits,Tier 3,Medium,2709.62
ZRM95,8.705,Area017,2005,216.0296,Antipyretics,mild,0.013,DownTown,Tier 2,Unknown,4683.0512
RFA13,18.9,Area046,1995,56.306,Antifungal,critical,0.013,DownTown,Tier 1,Small,439.242
IKA89,9.245,Area013,1985,172.12099999999998,Hreplacements,mild,0.028863075,DownTown,Tier 3,High,2559.815
WGW41,21.0,Area046,1995,187.837,Hreplacements,mild,0.079935459,DownTown,Tier 1,Small,3288.866
KYZ66,7.43,Area035,2002,69.7536,Antipyretics,mild,0.089721393,DownTown,Tier 2,Small,2134.3688
NCG56,,Area027,1983,197.5556,Antibiotics,critical,0.060704151,CityLimits,Tier 3,Medium,4619.1344
ZTE88,20.3,Area046,1995,117.3622,Hreplacements,mild,0.141090139,DownTown,Tier 1,Small,1489.2086
TEP90,10.205,Area018,2007,70.5878,OralContraceptives,mild,0.1567121719999999,Industrial,Tier 3,Medium,1264.1682
UFQ12,16.5,Area035,2002,239.3352,Hreplacements,mild,0.1047459509999999,DownTown,Tier 2,Small,2403.3520000000003
TXX50,7.12,Area035,2002,178.679,Antiseptics,mild,0.09362523,DownTown,Tier 2,Small,1301.453
HNJ12,8.26,Area018,2007,102.6146,Analgesics,mild,0.090508015,Industrial,Tier 3,Medium,1207.5752
BNA70,16.65,Area018,2007,207.5768,Analgesics,mild,0.1097904969999999,Industrial,Tier 3,Medium,4054.536
NGK10,6.935,Area045,2000,160.305,Mstablizers,mild,0.116481775,DownTown,Tier 2,Unknown,1910.66
YVV26,7.45,Area049,1997,107.6384,Mstablizers,mild,0.059342889,DownTown,Tier 1,Medium,999.8456
EBV15,13.1,Area049,1997,186.3686,Tranquilizers,mild,0.035879017,DownTown,Tier 1,Medium,646.3058
WST73,12.9,Area035,2002,68.0272,Antipyretics,mild,0.051511676,DownTown,Tier 2,Small,616.3448
VDZ97,10.9,Area017,2005,201.3872,Hreplacements,critical,0.013,DownTown,Tier 2,Unknown,4462.0056
JJZ12,9.9,Area013,1985,139.131,Antacids,critical,0.06743912,DownTown,Tier 3,High,1151.648
NMP43,12.195,Area049,1997,274.0568,Antipyretics,mild,0.150023446,DownTown,Tier 1,Medium,7759.0472
VPA11,22.05,Area049,1997,250.588,Antiviral,critical,0.14253868,DownTown,Tier 1,Medium,2509.88
UMX23,18.9,Area013,1985,122.1202,Antimalarial,critical,0.089058484,DownTown,Tier 3,High,2138.3636
VFV14,11.95,Area017,2005,239.6668,Hreplacements,critical,0.0986175169999999,DownTown,Tier 2,Unknown,2416.668
NPE65,19.8,Area013,1985,158.6418,OralContraceptives,critical,0.075205112,DownTown,Tier 3,High,1878.7016
GNK67,7.535,Area046,1995,271.991,Antiseptics,mild,0.131674359,DownTown,Tier 1,Small,3268.8920000000003
KJO95,19.4,Area017,2005,105.3094,Antibiotics,mild,0.035526293,DownTown,Tier 2,Unknown,1826.7692
ORN12,10.6,Area046,1995,163.5314,Antimalarial,critical,0.046437991,DownTown,Tier 1,Small,2439.971
HQU11,,Area019,1983,266.433,Antibiotics,critical,0.1483757269999999,MidTownResidential,Tier 1,Small,369.333
